vehicle_type,problem_description,diagnosis,first_aid,second_aid,third_aid
motor,indikator bensin tidak akurat,sensor bahan bakar rusak,"Coba periksa apakah sensor bahan bakar rusak. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika indikator bensin tidak akurat, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika sensor bahan bakar rusak, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa indikator bensin tidak akurat, dan sebutkan bahwa Anda telah mencurigai sensor bahan bakar rusak. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,motor susah langsam,setelan karburator tidak pas,"Coba periksa apakah setelan karburator tidak pas. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika motor susah langsam, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika setelan karburator tidak pas, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa motor susah langsam, dan sebutkan bahwa Anda telah mencurigai setelan karburator tidak pas. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,kendaraan boros bensin,injektor bahan bakar kotor,"Coba periksa apakah injektor bahan bakar kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan boros bensin, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika injektor bahan bakar kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan boros bensin, dan sebutkan bahwa Anda telah mencurigai injektor bahan bakar kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,mobil berasap putih,gasket kepala silinder bocor,"Coba periksa apakah gasket kepala silinder bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mobil berasap putih, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika gasket kepala silinder bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mobil berasap putih, dan sebutkan bahwa Anda telah mencurigai gasket kepala silinder bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,rem cakram bunyi,cakram aus atau kotor,"Coba periksa apakah cakram aus atau kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika rem cakram bunyi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika cakram aus atau kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa rem cakram bunyi, dan sebutkan bahwa Anda telah mencurigai cakram aus atau kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mesin cepat panas,radiator bocor,"Coba periksa apakah radiator bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mesin cepat panas, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika radiator bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mesin cepat panas, dan sebutkan bahwa Anda telah mencurigai radiator bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,lampu rem mati,bohlam rem putus,"Coba periksa apakah bohlam rem putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika lampu rem mati, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika bohlam rem putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa lampu rem mati, dan sebutkan bahwa Anda telah mencurigai bohlam rem putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,kendaraan tiba-tiba mogok di jalan,karburator kotor,"Coba periksa apakah karburator kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan tiba-tiba mogok di jalan, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika karburator kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan tiba-tiba mogok di jalan, dan sebutkan bahwa Anda telah mencurigai karburator kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mesin cepat panas,radiator bocor,"Coba periksa apakah radiator bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mesin cepat panas, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika radiator bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mesin cepat panas, dan sebutkan bahwa Anda telah mencurigai radiator bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,kopling keras,kampas kopling aus,"Coba periksa apakah kampas kopling aus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kopling keras, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika kampas kopling aus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kopling keras, dan sebutkan bahwa Anda telah mencurigai kampas kopling aus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,klakson tidak berfungsi,sekering putus,"Coba periksa apakah sekering putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika klakson tidak berfungsi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika sekering putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa klakson tidak berfungsi, dan sebutkan bahwa Anda telah mencurigai sekering putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,kendaraan boros bensin,injektor bahan bakar kotor,"Coba periksa apakah injektor bahan bakar kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan boros bensin, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika injektor bahan bakar kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan boros bensin, dan sebutkan bahwa Anda telah mencurigai injektor bahan bakar kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,motor mati saat berhenti,idle terlalu rendah,"Coba periksa apakah idle terlalu rendah. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika motor mati saat berhenti, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika idle terlalu rendah, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa motor mati saat berhenti, dan sebutkan bahwa Anda telah mencurigai idle terlalu rendah. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,stir mobil berat,oli power steering habis,"Coba periksa apakah oli power steering habis. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika stir mobil berat, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika oli power steering habis, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa stir mobil berat, dan sebutkan bahwa Anda telah mencurigai oli power steering habis. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mesin tersendat-sendat,filter udara kotor,"Coba periksa apakah filter udara kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mesin tersendat-sendat, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika filter udara kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mesin tersendat-sendat, dan sebutkan bahwa Anda telah mencurigai filter udara kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,klakson tidak berfungsi,sekering putus,"Coba periksa apakah sekering putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika klakson tidak berfungsi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika sekering putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa klakson tidak berfungsi, dan sebutkan bahwa Anda telah mencurigai sekering putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,kendaraan boros bensin,injektor bahan bakar kotor,"Coba periksa apakah injektor bahan bakar kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan boros bensin, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika injektor bahan bakar kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan boros bensin, dan sebutkan bahwa Anda telah mencurigai injektor bahan bakar kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,lampu rem mati,bohlam rem putus,"Coba periksa apakah bohlam rem putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika lampu rem mati, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika bohlam rem putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa lampu rem mati, dan sebutkan bahwa Anda telah mencurigai bohlam rem putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,lampu depan tidak menyala,bohlam putus,"Coba periksa apakah bohlam putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika lampu depan tidak menyala, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika bohlam putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa lampu depan tidak menyala, dan sebutkan bahwa Anda telah mencurigai bohlam putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mesin cepat panas,radiator bocor,"Coba periksa apakah radiator bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mesin cepat panas, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika radiator bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mesin cepat panas, dan sebutkan bahwa Anda telah mencurigai radiator bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
