VehicleType,Brand,Year,Mileage,Complaint,DamageLevel,ServiceType,Price,FirstAidSolution
Car,Suzuki,2023,131764,Gigi transmisi macet,Medium,Transmission Repair,351390,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Suzuki,2013,104546,Gigi transmisi macet,Low,Transmission Repair,287752,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Honda,2006,153144,Ban bocor,Medium,Tire Service,461824,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Suzuki,2018,123338,Service rutin,Low,General Checkup,141838,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Honda,2022,104297,Mesin overheat,Medium,Engine Repair,435442,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Yamaha,2005,177784,Lampu mati,Medium,Electrical Repair,536997,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Toyota,2019,117405,Kopling slip,Medium,Transmission Repair,523256,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Suzuki,2010,175736,AC tidak dingin,Medium,AC Repair,413673,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Yamaha,2014,9601,Lampu mati,Low,Electrical Repair,103325,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Mitsubishi,2009,85184,Ban bocor,Low,Tire Service,272866,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Nissan,2007,155201,Stir berat,High,Power Steering Repair,801852,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Suzuki,2015,192719,Baterai soak,Low,Battery Replacement,292124,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Yamaha,2018,81687,Mesin overheat,High,Engine Repair,979118,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Honda,2020,133552,Oli bocor,Medium,Oil Change,303684,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2019,64148,Lampu mati,Medium,Electrical Repair,430786,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Kawasaki,2008,88508,Baterai soak,Medium,Battery Replacement,340236,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Daihatsu,2014,74569,Rem bunyi,Low,Brake Service,213503,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Honda,2006,97808,Suspensi keras,Medium,Suspension Repair,523102,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Yamaha,2017,136311,AC tidak dingin,Medium,AC Repair,314016,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Honda,2023,10173,Ban bocor,Low,Tire Service,129731,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Yamaha,2008,31933,Kopling slip,Low,Transmission Repair,174865,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Nissan,2019,147771,Starter tidak berfungsi,Low,Electrical Repair,153975,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Nissan,2012,135205,Service rutin,Low,General Checkup,114783,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Suzuki,2007,114567,Mesin overheat,Medium,Engine Repair,516314,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Suzuki,2012,55241,Stir berat,Medium,Power Steering Repair,556172,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Mitsubishi,2007,153312,Kopling slip,Low,Transmission Repair,135507,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Yamaha,2018,160244,Mesin overheat,High,Engine Repair,729058,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Toyota,2016,165233,Ban bocor,Medium,Tire Service,307351,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Kawasaki,2018,44430,Stir berat,Medium,Power Steering Repair,559951,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Suzuki,2018,102072,Oli bocor,Low,Oil Change,219224,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2021,46605,Service rutin,Low,General Checkup,106430,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Mitsubishi,2021,152014,Kopling slip,High,Transmission Repair,672477,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Honda,2014,167139,Mesin overheat,Medium,Engine Repair,419003,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Honda,2010,88927,Ban bocor,Low,Tire Service,131263,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Daihatsu,2020,115724,Rem bunyi,High,Brake Service,705934,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Yamaha,2011,67587,Radiator bocor,Low,Cooling System Repair,105999,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Kawasaki,2017,72346,Starter tidak berfungsi,Low,Electrical Repair,165774,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Honda,2022,189421,Ban bocor,Medium,Tire Service,457175,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Honda,2017,170244,Rem bunyi,Medium,Brake Service,572872,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Kawasaki,2013,54280,Stir berat,Low,Power Steering Repair,238191,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Toyota,2022,161725,Rem bunyi,Medium,Brake Service,323358,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Suzuki,2005,89268,Oli bocor,Medium,Oil Change,578319,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2007,172363,Baterai soak,Medium,Battery Replacement,571379,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Honda,2006,58581,Suspensi keras,High,Suspension Repair,945714,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Toyota,2019,178508,Baterai soak,Medium,Battery Replacement,511317,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Daihatsu,2010,171457,Suspensi keras,Medium,Suspension Repair,515353,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2007,79587,Ban bocor,Low,Tire Service,140671,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Honda,2005,196555,Service rutin,High,General Checkup,706910,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Honda,2017,176671,Lampu mati,Low,Electrical Repair,174342,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Mitsubishi,2009,105568,Radiator bocor,Low,Cooling System Repair,273892,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Kawasaki,2010,160330,Suspensi keras,High,Suspension Repair,794574,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Nissan,2016,111668,Kopling slip,Low,Transmission Repair,120217,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Suzuki,2015,93212,Gigi transmisi macet,Low,Transmission Repair,196237,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2021,24285,Radiator bocor,Low,Cooling System Repair,262752,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Nissan,2009,15083,Mesin overheat,Medium,Engine Repair,550866,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Daihatsu,2008,179264,Stir berat,Medium,Power Steering Repair,552556,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Suzuki,2018,38652,Suspensi keras,Medium,Suspension Repair,321536,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Toyota,2006,152240,Rem bunyi,Low,Brake Service,176316,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Mitsubishi,2019,19753,Mesin overheat,Medium,Engine Repair,313205,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Honda,2010,86720,Oli bocor,Low,Oil Change,285241,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Daihatsu,2019,21533,Baterai soak,Low,Battery Replacement,284950,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Suzuki,2023,153709,Gigi transmisi macet,Medium,Transmission Repair,387286,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Yamaha,2018,157354,Gigi transmisi macet,Medium,Transmission Repair,346956,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Suzuki,2012,156750,Lampu mati,Low,Electrical Repair,175561,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Kawasaki,2017,53376,Suspensi keras,Low,Suspension Repair,182795,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Toyota,2018,79579,AC tidak dingin,Medium,AC Repair,332759,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Yamaha,2018,112371,Starter tidak berfungsi,Low,Electrical Repair,190915,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Suzuki,2015,61267,Suspensi keras,Low,Suspension Repair,180541,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2010,138955,Kopling slip,Low,Transmission Repair,148953,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Yamaha,2023,46286,Service rutin,Low,General Checkup,235029,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Mitsubishi,2022,50878,Stir berat,Medium,Power Steering Repair,408024,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Daihatsu,2007,15107,Gigi transmisi macet,Medium,Transmission Repair,325245,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Daihatsu,2009,108325,Oli bocor,High,Oil Change,918271,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Yamaha,2006,68637,Oli bocor,Medium,Oil Change,431712,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2020,108655,Gigi transmisi macet,Low,Transmission Repair,120283,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Daihatsu,2015,35793,Service rutin,Medium,General Checkup,475256,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Honda,2011,150006,Starter tidak berfungsi,Low,Electrical Repair,290189,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Kawasaki,2012,27341,Oli bocor,Medium,Oil Change,383485,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Nissan,2016,38893,Starter tidak berfungsi,Medium,Electrical Repair,361953,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Mitsubishi,2022,30770,Kopling slip,High,Transmission Repair,874782,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Suzuki,2012,186283,Kopling slip,Medium,Transmission Repair,506345,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Suzuki,2020,188197,Kopling slip,Low,Transmission Repair,230933,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Honda,2020,132807,Rem bunyi,High,Brake Service,862492,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Honda,2016,86727,Ban bocor,Medium,Tire Service,306270,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Suzuki,2008,199146,Stir berat,Low,Power Steering Repair,152909,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Suzuki,2015,63571,Rem bunyi,High,Brake Service,733623,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Daihatsu,2008,25069,Gigi transmisi macet,Low,Transmission Repair,174626,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Mitsubishi,2022,55970,Stir berat,Low,Power Steering Repair,164694,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Honda,2017,31917,Rem bunyi,High,Brake Service,957912,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Mitsubishi,2021,58313,Lampu mati,High,Electrical Repair,898413,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Toyota,2013,169873,AC tidak dingin,Low,AC Repair,118949,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Mitsubishi,2013,171823,Kopling slip,Low,Transmission Repair,135493,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Mitsubishi,2021,61384,Kopling slip,Low,Transmission Repair,102479,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Nissan,2018,41950,Rem bunyi,Low,Brake Service,208452,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Yamaha,2022,85417,Stir berat,Low,Power Steering Repair,204037,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Yamaha,2018,169803,Service rutin,High,General Checkup,984102,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Suzuki,2006,184222,Stir berat,Low,Power Steering Repair,223922,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Daihatsu,2007,31119,Gigi transmisi macet,High,Transmission Repair,917143,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Mitsubishi,2007,95742,Baterai soak,Low,Battery Replacement,163294,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Honda,2006,101885,Starter tidak berfungsi,Low,Electrical Repair,132612,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Suzuki,2021,163796,AC tidak dingin,Low,AC Repair,169218,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Toyota,2015,37959,Baterai soak,Low,Battery Replacement,213481,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Honda,2008,104790,Kopling slip,Medium,Transmission Repair,482582,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Suzuki,2010,114840,Radiator bocor,Medium,Cooling System Repair,503211,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Honda,2007,195156,Lampu mati,Low,Electrical Repair,165700,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Honda,2020,78751,Lampu mati,Low,Electrical Repair,129237,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Kawasaki,2010,174864,Service rutin,Low,General Checkup,294245,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Honda,2012,191699,Gigi transmisi macet,Medium,Transmission Repair,564270,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Toyota,2015,32295,Starter tidak berfungsi,Medium,Electrical Repair,439979,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Nissan,2023,102205,Mesin overheat,High,Engine Repair,931553,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Toyota,2015,136653,Oli bocor,High,Oil Change,630153,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Nissan,2009,178826,Ban bocor,Low,Tire Service,193668,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Suzuki,2023,48920,Oli bocor,Medium,Oil Change,579022,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2017,132752,Lampu mati,Medium,Electrical Repair,460453,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Kawasaki,2018,191789,Stir berat,Low,Power Steering Repair,218274,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Honda,2010,33916,Kopling slip,High,Transmission Repair,821445,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Toyota,2010,22322,Rem bunyi,Medium,Brake Service,588039,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Suzuki,2009,157704,Stir berat,Low,Power Steering Repair,188452,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Yamaha,2013,102684,Gigi transmisi macet,Low,Transmission Repair,245540,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2017,147586,Rem bunyi,Low,Brake Service,155050,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Daihatsu,2011,7248,Kopling slip,Low,Transmission Repair,110794,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Nissan,2018,78885,Stir berat,Low,Power Steering Repair,273954,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Honda,2010,161907,AC tidak dingin,Medium,AC Repair,364651,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Daihatsu,2006,49346,Rem bunyi,Medium,Brake Service,516385,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Suzuki,2023,182360,Radiator bocor,High,Cooling System Repair,888878,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Kawasaki,2023,98905,Suspensi keras,Low,Suspension Repair,229852,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Suzuki,2015,122267,Kopling slip,Low,Transmission Repair,192167,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Kawasaki,2007,24964,Service rutin,Medium,General Checkup,494545,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Yamaha,2010,163120,Mesin overheat,Medium,Engine Repair,467099,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Suzuki,2013,198956,Starter tidak berfungsi,Medium,Electrical Repair,542457,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Kawasaki,2011,53518,Suspensi keras,Medium,Suspension Repair,454603,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Toyota,2011,163625,AC tidak dingin,Medium,AC Repair,381757,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Honda,2005,27803,Rem bunyi,Medium,Brake Service,365382,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Suzuki,2019,24014,Radiator bocor,Low,Cooling System Repair,268188,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Suzuki,2015,76431,Oli bocor,Low,Oil Change,114248,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Suzuki,2006,105719,AC tidak dingin,Medium,AC Repair,543865,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Kawasaki,2021,110946,Radiator bocor,Low,Cooling System Repair,160422,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Nissan,2007,148513,Ban bocor,High,Tire Service,746517,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Yamaha,2019,158001,Rem bunyi,Medium,Brake Service,359607,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Honda,2011,12102,Kopling slip,Low,Transmission Repair,235416,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Suzuki,2012,154946,AC tidak dingin,Low,AC Repair,253853,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
